run	metric	query	value
summaryOnly	num_ret               	1	1000
summaryOnly	iprec_at_recall_0.80  	30	0
summaryOnly	iprec_at_recall_0.90  	30	0
summaryOnly	iprec_at_recall_1.00  	30	0
summaryOnly	P_5                   	30	0.6
summaryOnly	P_10                  	30	0.3
summaryOnly	P_15                  	30	0.3333
summaryOnly	P_20                  	30	0.25
summaryOnly	P_30                  	30	0.1667
summaryOnly	P_100                 	30	0.08
summaryOnly	P_200                 	30	0.045
summaryOnly	P_500                 	30	0.028
summaryOnly	P_1000                	30	0.016
summaryOnly	num_ret               	4	1000
summaryOnly	num_rel               	4	18
summaryOnly	num_rel_ret           	4	3
summaryOnly	map                   	4	0.0011
summaryOnly	Rprec                 	4	0
summaryOnly	bpref                 	4	0
summaryOnly	recip_rank            	4	0.0061
summaryOnly	iprec_at_recall_0.00  	4	0.0077
summaryOnly	iprec_at_recall_0.10  	4	0.0077
summaryOnly	iprec_at_recall_0.20  	4	0
summaryOnly	iprec_at_recall_0.30  	4	0
summaryOnly	iprec_at_recall_0.40  	4	0
summaryOnly	iprec_at_recall_0.50  	4	0
summaryOnly	iprec_at_recall_0.60  	4	0
summaryOnly	iprec_at_recall_0.70  	4	0
summaryOnly	iprec_at_recall_0.80  	4	0
summaryOnly	iprec_at_recall_0.90  	4	0
summaryOnly	iprec_at_recall_1.00  	4	0
summaryOnly	P_5                   	4	0
summaryOnly	P_10                  	4	0
summaryOnly	P_15                  	4	0
summaryOnly	P_20                  	4	0
summaryOnly	P_30                  	4	0
summaryOnly	P_100                 	4	0
summaryOnly	P_200                 	4	0.005
summaryOnly	P_500                 	4	0.006
summaryOnly	P_1000                	4	0.003
summaryOnly	num_ret               	5	1000
summaryOnly	num_rel               	5	98
summaryOnly	num_rel_ret           	5	40
summaryOnly	map                   	5	0.0535
summaryOnly	Rprec                 	5	0.1327
summaryOnly	bpref                 	5	0.1161
summaryOnly	recip_rank            	5	1
summaryOnly	iprec_at_recall_0.00  	5	1
summaryOnly	iprec_at_recall_0.10  	5	0.1528
summaryOnly	iprec_at_recall_0.20  	5	0.0791
summaryOnly	iprec_at_recall_0.30  	5	0.0564
summaryOnly	iprec_at_recall_0.40  	5	0.0413
summaryOnly	iprec_at_recall_0.50  	5	0
summaryOnly	iprec_at_recall_0.60  	5	0
summaryOnly	iprec_at_recall_0.70  	5	0
summaryOnly	iprec_at_recall_0.80  	5	0
summaryOnly	iprec_at_recall_0.90  	5	0
summaryOnly	iprec_at_recall_1.00  	5	0
summaryOnly	P_5                   	5	0.4
summaryOnly	P_10                  	5	0.2
summaryOnly	P_15                  	5	0.2
summaryOnly	P_20                  	5	0.15
summaryOnly	P_30                  	5	0.1333
summaryOnly	P_100                 	5	0.13
summaryOnly	P_200                 	5	0.08
summaryOnly	P_500                 	5	0.058
summaryOnly	P_1000                	5	0.04
summaryOnly	num_ret               	6	1000
summaryOnly	num_rel               	6	141
summaryOnly	num_rel_ret           	6	68
summaryOnly	map                   	6	0.09
summaryOnly	Rprec                 	6	0.1915
summaryOnly	bpref                 	6	0.2212
summaryOnly	recip_rank            	6	1
summaryOnly	iprec_at_recall_0.00  	6	1
summaryOnly	iprec_at_recall_0.10  	6	0.2414
summaryOnly	iprec_at_recall_0.20  	6	0.2022
summaryOnly	iprec_at_recall_0.30  	6	0.1781
summaryOnly	iprec_at_recall_0.40  	6	0.1042
summaryOnly	iprec_at_recall_0.50  	6	0
summaryOnly	iprec_at_recall_0.60  	6	0
summaryOnly	iprec_at_recall_0.70  	6	0
summaryOnly	iprec_at_recall_0.80  	6	0
summaryOnly	iprec_at_recall_0.90  	6	0
summaryOnly	iprec_at_recall_1.00  	6	0
summaryOnly	P_5                   	6	0.2
summaryOnly	P_10                  	6	0.2
summaryOnly	P_15                  	6	0.2
summaryOnly	P_20                  	6	0.25
summaryOnly	P_30                  	6	0.1667
summaryOnly	P_100                 	6	0.23
summaryOnly	P_200                 	6	0.19
summaryOnly	P_500                 	6	0.112
summaryOnly	P_1000                	6	0.068
summaryOnly	num_ret               	7	1000
summaryOnly	num_rel               	7	77
summaryOnly	num_rel_ret           	7	34
summaryOnly	map                   	7	0.0619
summaryOnly	Rprec                 	7	0.1688
summaryOnly	bpref                 	7	0.1381
summaryOnly	recip_rank            	7	0.1429
summaryOnly	iprec_at_recall_0.00  	7	0.3333
summaryOnly	iprec_at_recall_0.10  	7	0.2
summaryOnly	iprec_at_recall_0.20  	7	0.1318
summaryOnly	iprec_at_recall_0.30  	7	0.0992
summaryOnly	iprec_at_recall_0.40  	7	0.0417
summaryOnly	iprec_at_recall_0.50  	7	0
summaryOnly	iprec_at_recall_0.60  	7	0
summaryOnly	iprec_at_recall_0.70  	7	0
summaryOnly	iprec_at_recall_0.80  	7	0
summaryOnly	iprec_at_recall_0.90  	7	0
summaryOnly	iprec_at_recall_1.00  	7	0
summaryOnly	P_5                   	7	0
summaryOnly	P_10                  	7	0.3
summaryOnly	P_15                  	7	0.2667
summaryOnly	P_20                  	7	0.25
summaryOnly	P_30                  	7	0.2
summaryOnly	P_100                 	7	0.15
summaryOnly	P_200                 	7	0.105
summaryOnly	P_500                 	7	0.054
summaryOnly	P_1000                	7	0.034
summaryOnly	num_ret               	8	1000
summaryOnly	num_rel               	8	854
summaryOnly	num_rel_ret           	8	162
summaryOnly	map                   	8	0.0796
summaryOnly	Rprec                 	8	0.1815
summaryOnly	bpref                 	8	0.1861
summaryOnly	recip_rank            	8	1
summaryOnly	iprec_at_recall_0.00  	8	1
summaryOnly	iprec_at_recall_0.10  	8	0.3496
summaryOnly	iprec_at_recall_0.20  	8	0
summaryOnly	iprec_at_recall_0.30  	8	0
summaryOnly	iprec_at_recall_0.40  	8	0
summaryOnly	iprec_at_recall_0.50  	8	0
summaryOnly	iprec_at_recall_0.60  	8	0
summaryOnly	iprec_at_recall_0.70  	8	0
summaryOnly	iprec_at_recall_0.80  	8	0
summaryOnly	iprec_at_recall_0.90  	8	0
summaryOnly	iprec_at_recall_1.00  	8	0
summaryOnly	P_5                   	8	0.8
summaryOnly	P_10                  	8	0.8
summaryOnly	P_15                  	8	0.8
summaryOnly	P_20                  	8	0.65
summaryOnly	P_30                  	8	0.6333
summaryOnly	P_100                 	8	0.52
summaryOnly	P_200                 	8	0.37
summaryOnly	P_500                 	8	0.264
summaryOnly	P_1000                	8	0.162
summaryOnly	num_ret               	9	1000
summaryOnly	num_rel               	9	123
summaryOnly	num_rel_ret           	9	40
summaryOnly	map                   	9	0.0608
summaryOnly	Rprec                 	9	0.1301
summaryOnly	bpref                 	9	0.1448
summaryOnly	recip_rank            	9	1
summaryOnly	iprec_at_recall_0.00  	9	1
summaryOnly	iprec_at_recall_0.10  	9	0.1415
summaryOnly	iprec_at_recall_0.20  	9	0.0903
summaryOnly	iprec_at_recall_0.30  	9	0.0558
summaryOnly	iprec_at_recall_0.40  	9	0
summaryOnly	iprec_at_recall_0.50  	9	0
summaryOnly	iprec_at_recall_0.60  	9	0
summaryOnly	iprec_at_recall_0.70  	9	0
summaryOnly	iprec_at_recall_0.80  	9	0
summaryOnly	iprec_at_recall_0.90  	9	0
summaryOnly	iprec_at_recall_1.00  	9	0
summaryOnly	P_5                   	9	0.6
summaryOnly	P_10                  	9	0.4
summaryOnly	P_15                  	9	0.3333
summaryOnly	P_20                  	9	0.3
summaryOnly	P_30                  	9	0.2
summaryOnly	P_100                 	9	0.14
summaryOnly	P_200                 	9	0.11
summaryOnly	P_500                 	9	0.062
summaryOnly	P_1000                	9	0.04
summaryOnly	runid                 	all	indri
summaryOnly	num_q                 	all	30
summaryOnly	num_ret               	all	30000
summaryOnly	num_rel               	all	5461
summaryOnly	num_rel_ret           	all	1466
summaryOnly	map                   	all	0.0409
summaryOnly	gm_map                	all	0.0231
summaryOnly	Rprec                 	all	0.0992
summaryOnly	bpref                 	all	0.1128
summaryOnly	recip_rank            	all	0.409
summaryOnly	iprec_at_recall_0.00  	all	0.4473
summaryOnly	iprec_at_recall_0.10  	all	0.1367
summaryOnly	iprec_at_recall_0.20  	all	0.0714
summaryOnly	iprec_at_recall_0.30  	all	0.0391
summaryOnly	iprec_at_recall_0.40  	all	0.01
summaryOnly	iprec_at_recall_0.50  	all	0.0005
summaryOnly	iprec_at_recall_0.60  	all	0.0005
summaryOnly	iprec_at_recall_0.70  	all	0.0005
summaryOnly	iprec_at_recall_0.80  	all	0
summaryOnly	iprec_at_recall_0.90  	all	0
summaryOnly	iprec_at_recall_1.00  	all	0
summaryOnly	P_5                   	all	0.2267
summaryOnly	P_10                  	all	0.21
summaryOnly	P_15                  	all	0.2111
summaryOnly	P_20                  	all	0.19
summaryOnly	P_30                  	all	0.1756
summaryOnly	P_100                 	all	0.1357
summaryOnly	P_200                 	all	0.1045
summaryOnly	P_500                 	all	0.0709
summaryOnly	P_1000                	all	0.0489
both_1to2	num_ret               	1	1000
both_1to2	num_rel               	1	128
both_1to2	num_rel_ret           	1	55
both_1to2	map                   	1	0.0484
both_1to2	Rprec                 	1	0.1328
both_1to2	bpref                 	1	0.2465
both_1to2	recip_rank            	1	0.1667
both_1to2	iprec_at_recall_0.00  	1	0.3077
both_1to2	iprec_at_recall_0.10  	1	0.1867
both_1to2	iprec_at_recall_0.20  	1	0.0925
both_1to2	iprec_at_recall_0.30  	1	0.0652
both_1to2	iprec_at_recall_0.40  	1	0.0584
both_1to2	iprec_at_recall_0.50  	1	0
both_1to2	iprec_at_recall_0.60  	1	0
both_1to2	iprec_at_recall_0.70  	1	0
both_1to2	iprec_at_recall_0.80  	1	0
both_1to2	iprec_at_recall_0.90  	1	0
both_1to2	iprec_at_recall_1.00  	1	0
both_1to2	P_5                   	1	0
both_1to2	P_10                  	1	0.2
both_1to2	P_15                  	1	0.2667
both_1to2	P_20                  	1	0.2
both_1to2	P_30                  	1	0.2
both_1to2	P_100                 	1	0.15
both_1to2	P_200                 	1	0.105
both_1to2	P_500                 	1	0.07
both_1to2	P_1000                	1	0.055
both_1to2	num_ret               	10	1000
both_1to2	num_rel               	10	19
both_1to2	num_rel_ret           	10	2
both_1to2	map                   	10	0.0011
both_1to2	Rprec                 	10	0
both_1to2	bpref                 	10	0
both_1to2	recip_rank            	10	0.008
both_1to2	iprec_at_recall_0.00  	10	0.0127
both_1to2	iprec_at_recall_0.10  	10	0.0127
both_1to2	iprec_at_recall_0.20  	10	0
both_1to2	iprec_at_recall_0.30  	10	0
both_1to2	iprec_at_recall_0.40  	10	0
both_1to2	iprec_at_recall_0.50  	10	0
both_1to2	iprec_at_recall_0.60  	10	0
both_1to2	iprec_at_recall_0.70  	10	0
both_1to2	iprec_at_recall_0.80  	10	0
both_1to2	iprec_at_recall_0.90  	10	0
both_1to2	iprec_at_recall_1.00  	10	0
both_1to2	P_5                   	10	0
both_1to2	P_10                  	10	0
both_1to2	P_15                  	10	0
both_1to2	P_20                  	10	0
both_1to2	P_30                  	10	0
both_1to2	P_100                 	10	0
both_1to2	P_200                 	10	0.01
both_1to2	P_500                 	10	0.004
both_1to2	P_1000                	10	0.002
both_1to2	num_ret               	11	1000
both_1to2	num_rel               	11	367
both_1to2	num_rel_ret           	11	80
both_1to2	map                   	11	0.0471
both_1to2	Rprec                 	11	0.1417
both_1to2	bpref                 	11	0.1789
both_1to2	recip_rank            	11	1
both_1to2	iprec_at_recall_0.00  	11	1
both_1to2	iprec_at_recall_0.10  	11	0.209
both_1to2	iprec_at_recall_0.20  	11	0.0962
both_1to2	iprec_at_recall_0.30  	11	0
both_1to2	iprec_at_recall_0.40  	11	0
both_1to2	iprec_at_recall_0.50  	11	0
both_1to2	iprec_at_recall_0.60  	11	0
both_1to2	iprec_at_recall_0.70  	11	0
both_1to2	iprec_at_recall_0.80  	11	0
both_1to2	iprec_at_recall_0.90  	11	0
both_1to2	iprec_at_recall_1.00  	11	0
both_1to2	P_5                   	11	0.6
both_1to2	P_10                  	11	0.3
both_1to2	P_15                  	11	0.2
both_1to2	P_20                  	11	0.3
both_1to2	P_30                  	11	0.3
both_1to2	P_100                 	11	0.23
both_1to2	P_200                 	11	0.2
both_1to2	P_500                 	11	0.118
both_1to2	P_1000                	11	0.08
both_1to2	num_ret               	12	1000
both_1to2	num_rel               	12	111
both_1to2	num_rel_ret           	12	32
both_1to2	map                   	12	0.0374
both_1to2	Rprec                 	12	0.1171
both_1to2	bpref                 	12	0.1441
both_1to2	recip_rank            	12	0.3333
both_1to2	iprec_at_recall_0.00  	12	0.3333
both_1to2	iprec_at_recall_0.10  	12	0.1319
both_1to2	iprec_at_recall_0.20  	12	0.0565
both_1to2	iprec_at_recall_0.30  	12	0
both_1to2	iprec_at_recall_0.40  	12	0
both_1to2	iprec_at_recall_0.50  	12	0
both_1to2	iprec_at_recall_0.60  	12	0
both_1to2	iprec_at_recall_0.70  	12	0
both_1to2	iprec_at_recall_0.80  	12	0
both_1to2	iprec_at_recall_0.90  	12	0
both_1to2	iprec_at_recall_1.00  	12	0
both_1to2	P_5                   	12	0.2
both_1to2	P_10                  	12	0.3
both_1to2	P_15                  	12	0.2667
both_1to2	P_20                  	12	0.2
both_1to2	P_30                  	12	0.1667
both_1to2	P_100                 	12	0.12
both_1to2	P_200                 	12	0.095
both_1to2	P_500                 	12	0.048
both_1to2	P_1000                	12	0.032
both_1to2	num_ret               	13	1000
both_1to2	num_rel               	13	152
both_1to2	num_rel_ret           	13	22
both_1to2	map                   	13	0.014
both_1to2	Rprec                 	13	0.0658
both_1to2	bpref                 	13	0.08
both_1to2	recip_rank            	13	0.3333
both_1to2	iprec_at_recall_0.00  	13	0.3333
both_1to2	iprec_at_recall_0.10  	13	0.0351
both_1to2	iprec_at_recall_0.20  	13	0
both_1to2	iprec_at_recall_0.30  	13	0
both_1to2	iprec_at_recall_0.40  	13	0
both_1to2	iprec_at_recall_0.50  	13	0
both_1to2	iprec_at_recall_0.60  	13	0
both_1to2	iprec_at_recall_0.70  	13	0
both_1to2	iprec_at_recall_0.80  	13	0
both_1to2	iprec_at_recall_0.90  	13	0
both_1to2	iprec_at_recall_1.00  	13	0
both_1to2	P_5                   	13	0.2
both_1to2	P_10                  	13	0.2
both_1to2	P_15                  	13	0.2
both_1to2	P_20                  	13	0.15
both_1to2	P_30                  	13	0.1667
both_1to2	P_100                 	13	0.08
both_1to2	P_200                 	13	0.06
both_1to2	P_500                 	13	0.032
both_1to2	P_1000                	13	0.022
both_1to2	num_ret               	14	1000
both_1to2	num_rel               	14	120
both_1to2	num_rel_ret           	14	20
both_1to2	map                   	14	0.0085
both_1to2	Rprec                 	14	0.05
both_1to2	bpref                 	14	0.051
both_1to2	recip_rank            	14	0.25
both_1to2	iprec_at_recall_0.00  	14	0.25
both_1to2	iprec_at_recall_0.10  	14	0.0307
both_1to2	iprec_at_recall_0.20  	14	0
both_1to2	iprec_at_recall_0.30  	14	0
both_1to2	iprec_at_recall_0.40  	14	0
both_1to2	iprec_at_recall_0.50  	14	0
both_1to2	iprec_at_recall_0.60  	14	0
both_1to2	iprec_at_recall_0.70  	14	0
both_1to2	iprec_at_recall_0.80  	14	0
both_1to2	iprec_at_recall_0.90  	14	0
both_1to2	iprec_at_recall_1.00  	14	0
both_1to2	P_5                   	14	0.2
both_1to2	P_10                  	14	0.1
both_1to2	P_15                  	14	0.0667
both_1to2	P_20                  	14	0.05
both_1to2	P_30                  	14	0.0667
both_1to2	P_100                 	14	0.05
both_1to2	P_200                 	14	0.04
both_1to2	P_500                 	14	0.026
both_1to2	P_1000                	14	0.02
both_1to2	num_ret               	15	1000
both_1to2	num_rel               	15	77
both_1to2	num_rel_ret           	15	11
both_1to2	map                   	15	0.0051
both_1to2	Rprec                 	15	0.026
both_1to2	bpref                 	15	0.0312
both_1to2	recip_rank            	15	0.1429
both_1to2	iprec_at_recall_0.00  	15	0.1429
both_1to2	iprec_at_recall_0.10  	15	0.0207
both_1to2	iprec_at_recall_0.20  	15	0
both_1to2	iprec_at_recall_0.30  	15	0
both_1to2	iprec_at_recall_0.40  	15	0
both_1to2	iprec_at_recall_0.50  	15	0
both_1to2	iprec_at_recall_0.60  	15	0
both_1to2	iprec_at_recall_0.70  	15	0
both_1to2	iprec_at_recall_0.80  	15	0
both_1to2	iprec_at_recall_0.90  	15	0
both_1to2	iprec_at_recall_1.00  	15	0
both_1to2	P_5                   	15	0
both_1to2	P_10                  	15	0.1
both_1to2	P_15                  	15	0.0667
both_1to2	P_20                  	15	0.05
both_1to2	P_30                  	15	0.0333
both_1to2	P_100                 	15	0.03
both_1to2	P_200                 	15	0.02
both_1to2	P_500                 	15	0.016
both_1to2	P_1000                	15	0.011
both_1to2	num_ret               	16	1000
both_1to2	num_rel               	16	184
both_1to2	num_rel_ret           	16	29
both_1to2	map                   	16	0.0419
both_1to2	Rprec                 	16	0.0761
both_1to2	bpref                 	16	0.1111
both_1to2	recip_rank            	16	1
both_1to2	iprec_at_recall_0.00  	16	1
both_1to2	iprec_at_recall_0.10  	16	0.0679
both_1to2	iprec_at_recall_0.20  	16	0
both_1to2	iprec_at_recall_0.30  	16	0
both_1to2	iprec_at_recall_0.40  	16	0
both_1to2	iprec_at_recall_0.50  	16	0
both_1to2	iprec_at_recall_0.60  	16	0
both_1to2	iprec_at_recall_0.70  	16	0
both_1to2	iprec_at_recall_0.80  	16	0
both_1to2	iprec_at_recall_0.90  	16	0
both_1to2	iprec_at_recall_1.00  	16	0
both_1to2	P_5                   	16	0.6
both_1to2	P_10                  	16	0.5
both_1to2	P_15                  	16	0.4667
both_1to2	P_20                  	16	0.4
both_1to2	P_30                  	16	0.3667
both_1to2	P_100                 	16	0.13
both_1to2	P_200                 	16	0.07
both_1to2	P_500                 	16	0.046
both_1to2	P_1000                	16	0.029
both_1to2	num_ret               	17	1000
both_1to2	num_rel               	17	177
both_1to2	num_rel_ret           	17	38
both_1to2	map                   	17	0.0128
both_1to2	Rprec                 	17	0.0508
both_1to2	bpref                 	17	0.071
both_1to2	recip_rank            	17	0.1667
both_1to2	iprec_at_recall_0.00  	17	0.1667
both_1to2	iprec_at_recall_0.10  	17	0.0654
both_1to2	iprec_at_recall_0.20  	17	0.0408
both_1to2	iprec_at_recall_0.30  	17	0
both_1to2	iprec_at_recall_0.40  	17	0
both_1to2	iprec_at_recall_0.50  	17	0
both_1to2	iprec_at_recall_0.60  	17	0
both_1to2	iprec_at_recall_0.70  	17	0
both_1to2	iprec_at_recall_0.80  	17	0
both_1to2	iprec_at_recall_0.90  	17	0
both_1to2	iprec_at_recall_1.00  	17	0
both_1to2	P_5                   	17	0
both_1to2	P_10                  	17	0.1
both_1to2	P_15                  	17	0.0667
both_1to2	P_20                  	17	0.1
both_1to2	P_30                  	17	0.0667
both_1to2	P_100                 	17	0.06
both_1to2	P_200                 	17	0.05
both_1to2	P_500                 	17	0.054
both_1to2	P_1000                	17	0.038
both_1to2	num_ret               	18	1000
both_1to2	num_rel               	18	68
both_1to2	num_rel_ret           	18	19
both_1to2	map                   	18	0.0501
both_1to2	Rprec                 	18	0.1471
both_1to2	bpref                 	18	0.1337
both_1to2	recip_rank            	18	0.25
both_1to2	iprec_at_recall_0.00  	18	0.4545
both_1to2	iprec_at_recall_0.10  	18	0.3333
both_1to2	iprec_at_recall_0.20  	18	0.0339
both_1to2	iprec_at_recall_0.30  	18	0
both_1to2	iprec_at_recall_0.40  	18	0
both_1to2	iprec_at_recall_0.50  	18	0
both_1to2	iprec_at_recall_0.60  	18	0
both_1to2	iprec_at_recall_0.70  	18	0
both_1to2	iprec_at_recall_0.80  	18	0
both_1to2	iprec_at_recall_0.90  	18	0
both_1to2	iprec_at_recall_1.00  	18	0
both_1to2	P_5                   	18	0.2
both_1to2	P_10                  	18	0.4
both_1to2	P_15                  	18	0.3333
both_1to2	P_20                  	18	0.3
both_1to2	P_30                  	18	0.2333
both_1to2	P_100                 	18	0.11
both_1to2	P_200                 	18	0.055
both_1to2	P_500                 	18	0.03
both_1to2	P_1000                	18	0.019
both_1to2	num_ret               	19	1000
both_1to2	num_rel               	19	222
both_1to2	num_rel_ret           	19	23
both_1to2	map                   	19	0.0074
both_1to2	Rprec                 	19	0.0586
both_1to2	bpref                 	19	0.0675
both_1to2	recip_rank            	19	0.125
both_1to2	iprec_at_recall_0.00  	19	0.1379
both_1to2	iprec_at_recall_0.10  	19	0.0262
both_1to2	iprec_at_recall_0.20  	19	0
both_1to2	iprec_at_recall_0.30  	19	0
both_1to2	iprec_at_recall_0.40  	19	0
both_1to2	iprec_at_recall_0.50  	19	0
both_1to2	iprec_at_recall_0.60  	19	0
both_1to2	iprec_at_recall_0.70  	19	0
both_1to2	iprec_at_recall_0.80  	19	0
both_1to2	iprec_at_recall_0.90  	19	0
both_1to2	iprec_at_recall_1.00  	19	0
both_1to2	P_5                   	19	0
both_1to2	P_10                  	19	0.1
both_1to2	P_15                  	19	0.0667
both_1to2	P_20                  	19	0.05
both_1to2	P_30                  	19	0.1333
both_1to2	P_100                 	19	0.07
both_1to2	P_200                 	19	0.06
both_1to2	P_500                 	19	0.042
both_1to2	P_1000                	19	0.023
both_1to2	num_ret               	2	1000
both_1to2	num_rel               	2	34
both_1to2	num_rel_ret           	2	8
both_1to2	map                   	2	0.005
both_1to2	Rprec                 	2	0
both_1to2	bpref                 	2	0.019
both_1to2	recip_rank            	2	0.0222
both_1to2	iprec_at_recall_0.00  	2	0.0417
both_1to2	iprec_at_recall_0.10  	2	0.0222
both_1to2	iprec_at_recall_0.20  	2	0.0157
both_1to2	iprec_at_recall_0.30  	2	0
both_1to2	iprec_at_recall_0.40  	2	0
both_1to2	iprec_at_recall_0.50  	2	0
both_1to2	iprec_at_recall_0.60  	2	0
both_1to2	iprec_at_recall_0.70  	2	0
both_1to2	iprec_at_recall_0.80  	2	0
both_1to2	iprec_at_recall_0.90  	2	0
both_1to2	iprec_at_recall_1.00  	2	0
both_1to2	P_5                   	2	0
both_1to2	P_10                  	2	0
both_1to2	P_15                  	2	0
both_1to2	P_20                  	2	0
both_1to2	P_30                  	2	0
both_1to2	P_100                 	2	0.02
both_1to2	P_200                 	2	0.02
both_1to2	P_500                 	2	0.014
both_1to2	P_1000                	2	0.008
both_1to2	num_ret               	20	1000
both_1to2	num_rel               	20	658
both_1to2	num_rel_ret           	20	239
both_1to2	map                   	20	0.1879
both_1to2	Rprec                 	20	0.3085
both_1to2	bpref                 	20	0.3458
both_1to2	recip_rank            	20	0.5
both_1to2	iprec_at_recall_0.00  	20	0.8696
both_1to2	iprec_at_recall_0.10  	20	0.6765
both_1to2	iprec_at_recall_0.20  	20	0.4634
both_1to2	iprec_at_recall_0.30  	20	0.3168
both_1to2	iprec_at_recall_0.40  	20	0
both_1to2	iprec_at_recall_0.50  	20	0
both_1to2	iprec_at_recall_0.60  	20	0
both_1to2	iprec_at_recall_0.70  	20	0
both_1to2	iprec_at_recall_0.80  	20	0
both_1to2	iprec_at_recall_0.90  	20	0
both_1to2	iprec_at_recall_1.00  	20	0
both_1to2	P_5                   	20	0.8
both_1to2	P_10                  	20	0.8
both_1to2	P_15                  	20	0.8
both_1to2	P_20                  	20	0.85
both_1to2	P_30                  	20	0.8333
both_1to2	P_100                 	20	0.67
both_1to2	P_200                 	20	0.505
both_1to2	P_500                 	20	0.364
both_1to2	P_1000                	20	0.239
both_1to2	num_ret               	21	1000
both_1to2	num_rel               	21	73
both_1to2	num_rel_ret           	21	17
both_1to2	map                   	21	0.0195
both_1to2	Rprec                 	21	0.0685
both_1to2	bpref                 	21	0.0494
both_1to2	recip_rank            	21	0.5
both_1to2	iprec_at_recall_0.00  	21	0.5
both_1to2	iprec_at_recall_0.10  	21	0.0519
both_1to2	iprec_at_recall_0.20  	21	0.0213
both_1to2	iprec_at_recall_0.30  	21	0
both_1to2	iprec_at_recall_0.40  	21	0
both_1to2	iprec_at_recall_0.50  	21	0
both_1to2	iprec_at_recall_0.60  	21	0
both_1to2	iprec_at_recall_0.70  	21	0
both_1to2	iprec_at_recall_0.80  	21	0
both_1to2	iprec_at_recall_0.90  	21	0
both_1to2	iprec_at_recall_1.00  	21	0
both_1to2	P_5                   	21	0.2
both_1to2	P_10                  	21	0.1
both_1to2	P_15                  	21	0.1333
both_1to2	P_20                  	21	0.15
both_1to2	P_30                  	21	0.1
both_1to2	P_100                 	21	0.06
both_1to2	P_200                 	21	0.04
both_1to2	P_500                 	21	0.024
both_1to2	P_1000                	21	0.017
both_1to2	num_ret               	22	1000
both_1to2	num_rel               	22	8
both_1to2	num_rel_ret           	22	2
both_1to2	map                   	22	0.0021
both_1to2	Rprec                 	22	0
both_1to2	bpref                 	22	0
both_1to2	recip_rank            	22	0.0128
both_1to2	iprec_at_recall_0.00  	22	0.0128
both_1to2	iprec_at_recall_0.10  	22	0.0128
both_1to2	iprec_at_recall_0.20  	22	0.0039
both_1to2	iprec_at_recall_0.30  	22	0
both_1to2	iprec_at_recall_0.40  	22	0
both_1to2	iprec_at_recall_0.50  	22	0
both_1to2	iprec_at_recall_0.60  	22	0
both_1to2	iprec_at_recall_0.70  	22	0
both_1to2	iprec_at_recall_0.80  	22	0
both_1to2	iprec_at_recall_0.90  	22	0
both_1to2	iprec_at_recall_1.00  	22	0
both_1to2	P_5                   	22	0
both_1to2	P_10                  	22	0
both_1to2	P_15                  	22	0
both_1to2	P_20                  	22	0
both_1to2	P_30                  	22	0
both_1to2	P_100                 	22	0.01
both_1to2	P_200                 	22	0.005
both_1to2	P_500                 	22	0.002
both_1to2	P_1000                	22	0.002
both_1to2	num_ret               	23	1000
both_1to2	num_rel               	23	109
both_1to2	num_rel_ret           	23	10
both_1to2	map                   	23	0.0141
both_1to2	Rprec                 	23	0.055
both_1to2	bpref                 	23	0.0595
both_1to2	recip_rank            	23	0.3333
both_1to2	iprec_at_recall_0.00  	23	0.3333
both_1to2	iprec_at_recall_0.10  	23	0
both_1to2	iprec_at_recall_0.20  	23	0
both_1to2	iprec_at_recall_0.30  	23	0
both_1to2	iprec_at_recall_0.40  	23	0
both_1to2	iprec_at_recall_0.50  	23	0
both_1to2	iprec_at_recall_0.60  	23	0
both_1to2	iprec_at_recall_0.70  	23	0
both_1to2	iprec_at_recall_0.80  	23	0
both_1to2	iprec_at_recall_0.90  	23	0
both_1to2	iprec_at_recall_1.00  	23	0
both_1to2	P_5                   	23	0.2
both_1to2	P_10                  	23	0.3
both_1to2	P_15                  	23	0.2
both_1to2	P_20                  	23	0.15
both_1to2	P_30                  	23	0.1333
both_1to2	P_100                 	23	0.06
both_1to2	P_200                 	23	0.035
both_1to2	P_500                 	23	0.016
both_1to2	P_1000                	23	0.01
both_1to2	num_ret               	24	1000
both_1to2	num_rel               	24	776
both_1to2	num_rel_ret           	24	180
both_1to2	map                   	24	0.0711
both_1to2	Rprec                 	24	0.201
both_1to2	bpref                 	24	0.222
both_1to2	recip_rank            	24	0.5
both_1to2	iprec_at_recall_0.00  	24	0.6667
both_1to2	iprec_at_recall_0.10  	24	0.3237
both_1to2	iprec_at_recall_0.20  	24	0.2053
both_1to2	iprec_at_recall_0.30  	24	0
both_1to2	iprec_at_recall_0.40  	24	0
both_1to2	iprec_at_recall_0.50  	24	0
both_1to2	iprec_at_recall_0.60  	24	0
both_1to2	iprec_at_recall_0.70  	24	0
both_1to2	iprec_at_recall_0.80  	24	0
both_1to2	iprec_at_recall_0.90  	24	0
both_1to2	iprec_at_recall_1.00  	24	0
both_1to2	P_5                   	24	0.6
both_1to2	P_10                  	24	0.5
both_1to2	P_15                  	24	0.4
both_1to2	P_20                  	24	0.35
both_1to2	P_30                  	24	0.3333
both_1to2	P_100                 	24	0.39
both_1to2	P_200                 	24	0.345
both_1to2	P_500                 	24	0.24
both_1to2	P_1000                	24	0.18
both_1to2	num_ret               	25	1000
both_1to2	num_rel               	25	219
both_1to2	num_rel_ret           	25	57
